db_id,failure_bucket,passed_EX,failed_EX,count
college_3,query_field_mismatch,0,1,4
device,stage_mismatch,0,1,4
school_player,stage_mismatch,0,1,4
machine_repair,correct_exact_match,1,0,4
school_bus,extra_prediction_fields,0,1,4
climbing,stage_mismatch,0,1,4
wine_1,stage_mismatch,0,1,4
musical,correct_exact_match,1,0,4
cre_Docs_and_Epenses,result_field_name_mismatch,0,1,4
school_player,extra_prediction_fields,0,1,4
college_3,extra_prediction_fields,0,1,4
flight_4,missing_prediction_fields,0,1,4
gas_company,correct_exact_match,1,0,4
journal_committee,extra_prediction_fields,0,1,3
hr_1,same_shape_fields_wrong_values,0,1,3
county_public_safety,stage_mismatch,0,1,3
climbing,extra_prediction_fields,0,1,3
school_player,correct_exact_match,1,0,3
university_basketball,empty_prediction_result,0,1,3
machine_repair,extra_prediction_fields,0,1,3
e_learning,correct_exact_match,1,0,3
cinema,extra_prediction_fields,0,1,3
ship_1,stage_mismatch,0,1,3
wine_1,empty_prediction_result,0,1,2
ship_1,same_shape_fields_wrong_values,0,1,2
wine_1,result_field_name_mismatch,0,1,2
musical,extra_prediction_fields,0,1,2
ship_1,empty_prediction_result,0,1,2
musical,query_field_mismatch,0,1,2
customer_complaints,correct_exact_match,1,0,2
school_bus,result_field_name_mismatch,0,1,2
county_public_safety,empty_prediction_result,0,1,2
cre_Docs_and_Epenses,empty_prediction_result,0,1,2
county_public_safety,same_shape_fields_wrong_values,0,1,2
cre_Docs_and_Epenses,missing_prediction_fields,0,1,2
gas_company,empty_prediction_result,0,1,2
hr_1,query_field_mismatch,0,1,2
e_learning,stage_mismatch,0,1,2
county_public_safety,missing_prediction_fields,0,1,1
wine_1,query_field_mismatch,0,1,1
voter_2,same_fields_wrong_values,0,1,1
hr_1,same_fields_wrong_values,0,1,1
voter_1,extra_prediction_fields,0,1,1
college_3,same_shape_fields_wrong_values,0,1,1
cre_Docs_and_Epenses,same_fields_wrong_values,0,1,1
musical,result_field_name_mismatch,0,1,1
cinema,missing_prediction_fields,0,1,1
cinema,stage_mismatch,0,1,1
device,extra_prediction_result,0,1,1
climbing,same_shape_fields_wrong_values,0,1,1
device,empty_prediction_result,0,1,1
pilot_record,stage_mismatch,0,1,1
pilot_record,result_field_name_mismatch,0,1,1
gas_company,same_shape_fields_wrong_values,0,1,1
wine_1,missing_prediction_fields,0,1,1
school_bus,missing_prediction_fields,0,1,1
flight_1,missing_prediction_fields,0,1,1
flight_1,extra_prediction_fields,0,1,1
hr_1,stage_mismatch,0,1,1
climbing,empty_prediction_result,0,1,1
university_basketball,missing_prediction_fields,0,1,1
school_bus,same_fields_wrong_values,0,1,1
university_basketball,same_shape_fields_wrong_values,0,1,1
