failure_bucket,target_signature,prediction_signature,passed_EX,failed_EX,count
correct_execution_not_exact,gas_station|lookup>match>project,company|match>unwind>lookup>unwind>project,1,0,6
correct_execution_not_exact,jobs|unwind>lookup>project>cond>match>project,jobs|unwind>match>project,1,0,5
correct_exact_match,appellations|match>unwind>group>project,appellations|match>unwind>group>project,1,0,5
correct_exact_match,Ship|unwind>group>project,Ship|unwind>group>project,1,0,5
correct_execution_not_exact,Subjects|project,Subjects|unwind>group>project,1,0,5
correct_execution_not_exact,cinema|project>sort,cinema|sort>project,1,0,5
correct_execution_not_exact,university|project>sort,university|sort>project,1,0,5
correct_execution_not_exact,aircraft|match>project,aircraft|match>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>regex>regex>sort>project,jobs|unwind>match>sort>project,1,0,5
correct_execution_not_exact,school|sort>limit>project,school|sort>limit>project,1,0,5
correct_exact_match,county_public_safety|group>project,county_public_safety|group>project,1,0,5
correct_execution_not_exact,school|unwind>group>sort>limit>project,school|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,musical|match>group>project,musical|match>group>project,1,0,5
correct_execution_not_exact,aircraft|unwind>sort>limit>project,aircraft|unwind>sort>limit>project,1,0,5
correct_exact_match,aircraft|project,aircraft|project,1,0,5
correct_exact_match,editor|group>project,editor|group>project,1,0,5
correct_execution_not_exact,appellations|unwind>match>group>project,grapes|unwind>match>group>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>project,departments|unwind>match>project,1,0,5
correct_execution_not_exact,aircraft|unwind>project>sort,aircraft|unwind>sort>project,1,0,5
correct_execution_not_exact,driver|match>project,driver|match>project,1,0,5
correct_execution_not_exact,driver|project>sort,driver|sort>project,1,0,5
correct_exact_match,driver|project,driver|project,1,0,5
correct_execution_not_exact,Allergy_Type|group>project,Allergy_Type|group>project,1,0,5
correct_execution_not_exact,departments|match>project,departments|match>project,1,0,5
correct_exact_match,airports|match>group>project,airports|match>group>project,1,0,5
correct_execution_not_exact,technician|project>match>project,technician|match>project,1,0,5
correct_execution_not_exact,grapes|unwind>project,grapes|unwind>project,1,0,5
correct_execution_not_exact,school|unwind>sort>limit>project,school|unwind>sort>limit>project,1,0,5
correct_execution_not_exact,Course_Authors_and_Tutors|project,Course_Authors_and_Tutors|project,1,0,5
correct_execution_not_exact,school|group>project,school|group>project,1,0,5
correct_exact_match,CONTESTANTS|unwind>project,CONTESTANTS|unwind>project,1,0,5
correct_execution_not_exact,county_public_safety|sort>limit>project,county_public_safety|sort>limit>project,1,0,5
correct_execution_not_exact,Students|project>match>project,Students|unwind>group>match>project,1,0,5
correct_execution_not_exact,pilot|group>project,pilot|group>project,1,0,5
correct_exact_match,mountain|unwind>match>project,mountain|unwind>match>project,1,0,5
correct_exact_match,university|group>project,university|group>project,1,0,5
correct_execution_not_exact,Course_Authors_and_Tutors|match>unwind>project,Course_Authors_and_Tutors|match>unwind>project,1,0,5
correct_execution_not_exact,departments|unwind>project>lookup>unwind>project,departments|unwind>project,1,0,5
correct_execution_not_exact,aircraft|lookup>match>project,employee|match>unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,device|group>sort>project>limit,device|group>sort>limit>project,1,0,5
correct_execution_not_exact,appellations|match>unwind>match>group>project,appellations|match>unwind>match>group>project,1,0,5
same_fields_wrong_values,mountain|project>sort>limit,mountain|sort>limit>project,0,1,5
correct_execution_not_exact,appellations|match>project>unwind>group>project,appellations|match>unwind>group>project,1,0,5
correct_execution_not_exact,Students|unwind>project,Students|unwind>project,1,0,5
correct_execution_not_exact,Student|project>sort,Student|sort>project,1,0,5
correct_execution_not_exact,employee|match>count,employee|match>group>project,1,0,5
correct_execution_not_exact,Projects|unwind>group>project,Projects|unwind>group>project,1,0,5
correct_execution_not_exact,airlines|unwind>match>count,airlines|unwind>lookup>unwind>match>group>project,1,0,5
correct_execution_not_exact,cinema|match>group>min>max>project,cinema|match>group>project,1,0,5
empty_prediction_result,jobs|unwind>match>project,jobs|unwind>match>project,0,1,5
correct_execution_not_exact,aircraft|match>count,aircraft|match>group>project,1,0,5
correct_execution_not_exact,county_public_safety|match>not>project,county_public_safety|match>project,1,0,5
correct_execution_not_exact,aircraft|project>sort>limit>project,aircraft|sort>limit>project,1,0,5
correct_execution_not_exact,jobs|unwind>group>match>project,jobs|unwind>group>match>project,1,0,5
correct_execution_not_exact,employee|project>sort>limit>project,employee|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,school|match>expr>gt>project,school|unwind>group>match>project,1,0,5
correct_exact_match,film|project,film|project,1,0,5
result_field_name_mismatch,university|unwind>group>project,university|unwind>group>project,0,1,5
correct_execution_not_exact,Department|unwind>project>sort>project,Department|unwind>sort>project,1,0,5
correct_execution_not_exact,aircraft|unwind>count,aircraft|unwind>group>project,1,0,5
correct_exact_match,Staff|match>regex>project,Staff|match>regex>project,1,0,5
correct_execution_not_exact,Products|group>project,Products|group>project,1,0,5
correct_execution_not_exact,Student|group>sort>project>limit,Student|group>sort>limit>project,1,0,5
correct_execution_not_exact,mountain|unwind>group>project,mountain|unwind>group>project,1,0,5
correct_execution_not_exact,Ship|unwind>group>sort>limit>project,Ship|group>sort>limit>project,1,0,5
same_fields_wrong_values,school|unwind>sort>limit>group>project,school|unwind>sort>limit>project,0,1,5
correct_execution_not_exact,Subjects|unwind>project>match>project,Subjects|unwind>unwind>group>match>project,1,0,5
correct_execution_not_exact,Projects|unwind>project,Projects|unwind>project,1,0,5
correct_execution_not_exact,pilot|lookup>unwind>sort>project,pilot|unwind>lookup>unwind>sort>project,1,0,5
correct_execution_not_exact,Products|match>project,Products|match>project,1,0,5
correct_execution_not_exact,airlines|unwind>lookup>unwind>match>count,airlines|unwind>lookup>unwind>match>group>project,1,0,5
correct_execution_not_exact,shop|unwind>group>sort>limit>lookup>unwind>project,shop|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,school|match>project,school|match>project,1,0,5
correct_execution_not_exact,airlines|match>project,airlines|match>unwind>group>project,1,0,5
correct_execution_not_exact,airlines|group>sort>limit>project,airlines|group>sort>limit>project,1,0,5
correct_execution_not_exact,Ship|unwind>match>project,Ship|unwind>match>project,1,0,5
correct_exact_match,musical|match>project,musical|match>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>group>project,Ref_Budget_Codes|unwind>group>project,1,0,5
correct_execution_not_exact,Ref_Document_Types|project,Ref_Document_Types|project,1,0,5
correct_exact_match,county_public_safety|match>unwind>project,county_public_safety|match>unwind>project,1,0,5
correct_execution_not_exact,aircraft|match>unwind>project,aircraft|match>unwind>project,1,0,5
correct_execution_not_exact,Department|match>count,Department|match>group>project,1,0,5
result_field_name_mismatch,airports|match>group>group>project,airports|match>group>group>project,0,1,5
correct_execution_not_exact,Allergy_Type|match>count,Allergy_Type|match>group>project,1,0,5
correct_execution_not_exact,Student|lookup>unwind>unwind>match>group>project,Student|unwind>lookup>unwind>match>group>project,1,0,5
correct_execution_not_exact,film|match>regex>count,film|match>group>project,1,0,5
correct_execution_not_exact,Projects|count,Projects|group>project,1,0,5
correct_execution_not_exact,Ref_Budget_Codes|match>project,Ref_Budget_Codes|match>project,1,0,5
correct_execution_not_exact,Subjects|unwind>match>project,Subjects|unwind>match>project,1,0,5
correct_exact_match,actor|match>project,actor|match>project,1,0,5
correct_execution_not_exact,Projects|match>unwind>project,Projects|match>unwind>project,1,0,5
correct_execution_not_exact,editor|group>project,editor|group>project,1,0,5
correct_exact_match,Ref_Budget_Codes|project,Ref_Budget_Codes|project,1,0,5
correct_execution_not_exact,actor|lookup>match>project,actor|lookup>unwind>match>project,1,0,5
correct_execution_not_exact,pilot|lookup>unwind>project,pilot|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,university|unwind>project>sort>limit>project,university|unwind>sort>limit>project,1,0,5
correct_execution_not_exact,mountain|project>sort,mountain|sort>project,1,0,5
result_field_name_mismatch,mountain|unwind>group>group>project,mountain|unwind>group>group>project,0,1,5
correct_execution_not_exact,actor|count,actor|group>project,1,0,5
correct_execution_not_exact,airports|match>group>sort>project,airports|match>group>sort>project,1,0,5
correct_execution_not_exact,appellations|unwind>group>max>project,grapes|unwind>group>project,1,0,5
correct_execution_not_exact,Ship|unwind>project,Ship|unwind>project,1,0,5
correct_execution_not_exact,pilot|project>sort,pilot|sort>project,1,0,5
correct_execution_not_exact,Department|unwind>match>and>project,Department|unwind>match>project,1,0,5
correct_execution_not_exact,driver|count,driver|group>project,1,0,5
correct_execution_not_exact,shop|lookup>unwind>project,shop|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,school|match>not>project,school|match>project,1,0,5
correct_execution_not_exact,appellations|unwind>group>match>project,grapes|unwind>group>match>project,1,0,5
correct_execution_not_exact,Ref_Document_Types|match>project,Ref_Document_Types|match>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>count,Projects|unwind>unwind>group>project,1,0,5
correct_exact_match,Student|project,Student|project,1,0,5
correct_execution_not_exact,university|unwind>project,university|unwind>project,1,0,5
correct_exact_match,aircraft|unwind>match>group>project,aircraft|unwind>match>group>project,1,0,5
correct_execution_not_exact,aircraft|group>lookup>unwind>project,aircraft|sort>limit>project,1,0,5
correct_exact_match,Subjects|project,Subjects|project,1,0,5
correct_execution_not_exact,mountain|unwind>group>lookup>unwind>project,mountain|unwind>sort>limit>project,1,0,5
correct_execution_not_exact,device|group>project,device|group>project,1,0,5
correct_exact_match,aircraft|group>project,aircraft|group>project,1,0,5
correct_execution_not_exact,shop|lookup>match>project,shop|match>project,1,0,5
correct_execution_not_exact,CONTESTANTS|match>unwind>project,CONTESTANTS|match>unwind>project,1,0,5
correct_execution_not_exact,technician|unwind>lookup>unwind>project,technician|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,mountain|unwind>project,mountain|unwind>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>group>sort>limit>project,Ref_Budget_Codes|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,airlines|match>unwind>lookup>unwind>match>count,airlines|match>unwind>lookup>unwind>match>group>project,1,0,5
correct_exact_match,airports|group>project,airports|group>project,1,0,5
correct_execution_not_exact,Customers|unwind>group>match>project,Customers|unwind>group>match>project,1,0,5
correct_execution_not_exact,aircraft|match>project,aircraft|unwind>match>project,1,0,5
correct_execution_not_exact,Student|count,Student|group>project,1,0,5
correct_execution_not_exact,Student|unwind>lookup>unwind>project,Student|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,departments|lookup>unwind>unwind>match>expr>eq>eq>project>match>unwind>project,regions|unwind>unwind>match>lookup>unwind>unwind>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>lookup>unwind>project,Ref_Budget_Codes|unwind>project,1,0,5
correct_execution_not_exact,appellations|match>count,appellations|match>group>project,1,0,5
correct_execution_not_exact,technician|project>sort,technician|sort>project,1,0,5
correct_execution_not_exact,mountain|sort>limit>project,mountain|sort>limit>group>project,1,0,5
correct_execution_not_exact,cinema|unwind>lookup>unwind>project,cinema|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,employee|count,employee|group>project,1,0,5
correct_execution_not_exact,Projects|unwind>lookup>unwind>project,Ref_Document_Types|unwind>project,1,0,5
correct_execution_not_exact,Projects|unwind>project>match>group>project,Projects|unwind>match>group>project,1,0,5
correct_execution_not_exact,Subjects|unwind>unwind>group>sum>sort>limit>project,Subjects|unwind>unwind>group>sort>limit>project,1,0,5
stage_mismatch,technician|lookup>unwind>sort>project,technician|unwind>lookup>unwind>sort>project,0,1,5
correct_execution_not_exact,appellations|unwind>group>avg>project,appellations|unwind>group>project,1,0,5
correct_execution_not_exact,Allergy_Type|match>project,Allergy_Type|match>project,1,0,5
correct_execution_not_exact,Student|match>project,Student|unwind>match>project,1,0,5
correct_execution_not_exact,Course_Authors_and_Tutors|match>project,Course_Authors_and_Tutors|match>project,1,0,5
correct_execution_not_exact,departments|match>unwind>lookup>unwind>project,jobs|unwind>match>project,1,0,5
correct_execution_not_exact,Ref_Budget_Codes|unwind>match>project,Ref_Budget_Codes|match>unwind>project,1,0,5
correct_exact_match,CONTESTANTS|unwind>match>group>project,CONTESTANTS|unwind>match>group>project,1,0,5
correct_execution_not_exact,departments|unwind>match>project,jobs|unwind>match>project,1,0,5
correct_execution_not_exact,university|group>project,university|group>project,1,0,5
correct_execution_not_exact,employee|lookup>match>project,employee|lookup>match>project,1,0,5
correct_execution_not_exact,appellations|unwind>match>project>sort,grapes|unwind>match>sort>project,1,0,5
correct_execution_not_exact,Ship|unwind>match>group>project,Ship|unwind>match>group>project,1,0,5
correct_exact_match,Ship|match>group>match>project,Ship|match>group>match>project,1,0,5
correct_execution_not_exact,county_public_safety|match>project>group>project,county_public_safety|match>unwind>group>project,1,0,5
correct_exact_match,university|unwind>sort>project,university|unwind>sort>project,1,0,5
correct_execution_not_exact,departments|match>unwind>match>project,departments|match>unwind>match>project,1,0,5
correct_exact_match,aircraft|match>project,aircraft|match>project,1,0,5
correct_execution_not_exact,Student|match>unwind>lookup>unwind>group>project,Student|match>unwind>lookup>unwind>group>project,1,0,5
correct_execution_not_exact,Projects|project>group>project,Projects|unwind>group>project,1,0,5
correct_execution_not_exact,Subjects|match>unwind>project,Subjects|match>unwind>project,1,0,5
correct_exact_match,Projects|project,Projects|project,1,0,5
correct_execution_not_exact,Subjects|unwind>match>unwind>project,Subjects|unwind>match>unwind>project,1,0,5
correct_execution_not_exact,cinema|unwind>lookup>unwind>group>sort>limit>project,film|unwind>group>sort>limit>project,1,0,5
correct_exact_match,mountain|match>project,mountain|match>project,1,0,5
correct_exact_match,county_public_safety|sort>limit>unwind>project,county_public_safety|sort>limit>unwind>project,1,0,5
stage_mismatch,Faculty|unwind>group>sort>limit>lookup>unwind>project,Faculty|unwind>group>sort>limit>project,0,1,5
correct_execution_not_exact,Ship|sort>limit>project,Ship|sort>limit>project,1,0,5
correct_execution_not_exact,Projects|unwind>match>regex>exists>project,Projects|unwind>unwind>match>group>project,1,0,5
correct_execution_not_exact,jobs|unwind>group>project,jobs|unwind>group>project,1,0,5
correct_execution_not_exact,musical|group>project,musical|group>project,1,0,5
correct_execution_not_exact,mountain|match>unwind>project,mountain|match>unwind>project,1,0,5
empty_prediction_result,departments|unwind>match>project,jobs|unwind>match>project,0,1,5
correct_execution_not_exact,airlines|match>group>sort>limit>project,airlines|match>group>sort>limit>project,1,0,5
correct_execution_not_exact,Students|unwind>unwind>match>project,Students|unwind>unwind>match>project,1,0,5
correct_execution_not_exact,airlines|count,airlines|group>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>lookup>match>project,Ref_Budget_Codes|match>unwind>project,1,0,5
correct_exact_match,university|match>group>project,university|match>group>project,1,0,5
correct_execution_not_exact,Student|match>regex>project,Student|match>regex>project,1,0,4
correct_execution_not_exact,aircraft|project>match>project,aircraft|unwind>group>match>project,1,0,4
correct_execution_not_exact,appellations|unwind>group>unwind>sort>project,grapes|unwind>group>sort>project,1,0,4
correct_exact_match,device|group>project,device|group>project,1,0,4
correct_exact_match,Ship|unwind>sort>project,Ship|unwind>sort>project,1,0,4
correct_execution_not_exact,jobs|match>project,jobs|unwind>match>project,1,0,4
correct_execution_not_exact,Projects|unwind>match>count,Ref_Budget_Codes|unwind>group>project,1,0,4
correct_execution_not_exact,airports|group>match>count,airports|group>match>group>project,1,0,4
correct_exact_match,county_public_safety|group>sort>limit>project,county_public_safety|group>sort>limit>project,1,0,4
correct_execution_not_exact,Allergy_Type|unwind>group>project,Allergy_Type|unwind>group>project,1,0,4
same_shape_fields_wrong_values,Ship|unwind>group>match>project,Ship|unwind>group>match>project,0,1,4
correct_execution_not_exact,Subjects|project>group>project,Subjects|unwind>group>project,1,0,4
correct_execution_not_exact,employee|project>sort,employee|sort>project,1,0,4
correct_execution_not_exact,pilot|match>group>project,pilot|match>group>project,1,0,4
result_field_name_mismatch,Allergy_Type|group>project,Allergy_Type|group>group>project,0,1,4
correct_execution_not_exact,aircraft|unwind>group>project,aircraft|unwind>group>project,1,0,4
correct_execution_not_exact,Faculty|match>sort>project,Faculty|match>sort>project,1,0,4
same_fields_wrong_values,Faculty|match>sort>project,Faculty|match>project,0,1,4
correct_exact_match,jobs|unwind>match>project,jobs|unwind>match>project,1,0,4
correct_exact_match,shop|match>project,shop|match>project,1,0,4
correct_execution_not_exact,Student|unwind>group>match>project,Student|unwind>group>match>project,1,0,4
correct_exact_match,county_public_safety|group>max>project,county_public_safety|group>project,1,0,4
correct_execution_not_exact,Customers|group>sort>limit>project,Customers|group>sort>limit>project,1,0,4
correct_exact_match,CONTESTANTS|match>project,CONTESTANTS|match>project,1,0,4
correct_execution_not_exact,Course_Authors_and_Tutors|lookup>match>project,Course_Authors_and_Tutors|lookup>match>group>project,1,0,4
same_shape_fields_wrong_values,editor|group>sort>limit>project,editor|group>sort>limit>project,0,1,4
correct_execution_not_exact,grapes|unwind>match>project>sort,grapes|unwind>match>sort>project,1,0,4
correct_execution_not_exact,county_public_safety|unwind>project>sort,county_public_safety|unwind>sort>project,1,0,4
correct_execution_not_exact,Department|group>project,Department|unwind>group>project,1,0,4
correct_exact_match,film|group>project,film|group>project,1,0,4
correct_exact_match,mountain|unwind>sort>project,mountain|unwind>sort>project,1,0,4
correct_execution_not_exact,company|lookup>unwind>match>expr>eq>unwind>group>project,company|unwind>group>project,1,0,4
correct_exact_match,Allergy_Type|unwind>group>project,Allergy_Type|unwind>group>project,1,0,4
correct_exact_match,driver|group>sort>limit>project,driver|group>sort>limit>project,1,0,4
correct_execution_not_exact,actor|project,actor|project,1,0,4
correct_exact_match,journal|unwind>match>group>project,journal|unwind>match>group>project,1,0,4
correct_execution_not_exact,Ship|match>project,Ship|match>project,1,0,4
correct_execution_not_exact,grapes|unwind>group>avg>sort>limit>project,grapes|unwind>group>sort>limit>project,1,0,4
correct_execution_not_exact,Students|match>regex>group>project,Students|match>group>project,1,0,4
stage_mismatch,Customers|unwind>sort>limit>lookup>unwind>project,Staff|unwind>sort>limit>project,0,1,4
correct_execution_not_exact,CONTESTANTS|unwind>match>count,CONTESTANTS|unwind>match>group>project,1,0,4
correct_execution_not_exact,company|lookup>match>project,company|match>project,1,0,4
extra_prediction_fields,airports|group>match>sort>project,airports|group>match>sort>project,0,1,4
result_field_name_mismatch,Student|group>count,Student|match>group>group>project,0,1,4
correct_execution_not_exact,actor|lookup>unwind>group>sum>project,musical|lookup>unwind>group>project,1,0,4
correct_execution_not_exact,county_public_safety|match>project,county_public_safety|unwind>match>project,1,0,4
correct_execution_not_exact,actor|sort>project,actor|lookup>unwind>sort>project,1,0,4
result_field_name_mismatch,Ship|unwind>group>count,Ship|unwind>group>group>project,0,1,4
correct_execution_not_exact,Department|unwind>match>project,Department|unwind>match>project,1,0,4
correct_execution_not_exact,film|unwind>group>project,film|unwind>group>project,1,0,4
correct_execution_not_exact,cinema|group>match>project,cinema|group>match>project,1,0,4
correct_exact_match,device|match>project,device|match>project,1,0,4
correct_exact_match,Products|match>project,Products|match>project,1,0,4
correct_exact_match,Student|sort>limit>project,Student|sort>limit>project,1,0,4
correct_execution_not_exact,driver|unwind>group>min>avg>project,driver|unwind>group>project,1,0,4
correct_execution_not_exact,Products|sort>limit>project,Products|sort>limit>project,1,0,4
correct_exact_match,Student|unwind>match>regex>group>project,Student|unwind>match>group>project,1,0,4
correct_execution_not_exact,Student|group>avg>max>project,Student|group>project,1,0,4
correct_exact_match,aircraft|unwind>match>group>avg>project,aircraft|unwind>match>group>project,1,0,4
correct_execution_not_exact,Projects|unwind>match>group>project,Projects|unwind>match>group>project,1,0,4
correct_execution_not_exact,university|match>regex>count,university|match>group>project,1,0,4
correct_execution_not_exact,gas_station|match>group>sort>limit>project,gas_station|match>group>sort>limit>project,1,0,4
correct_execution_not_exact,CONTESTANTS|unwind>group>sum>match>project,CONTESTANTS|unwind>group>match>project,1,0,4
correct_execution_not_exact,university|match>sort>limit>project,university|match>sort>limit>project,1,0,4
correct_execution_not_exact,musical|lookup>match>project,musical|lookup>match>project,1,0,4
result_field_name_mismatch,Customers|unwind>group>group>project,Customers|unwind>group>group>project,0,1,4
result_field_name_mismatch,Student|match>lookup>unwind>group>min>project,Student|match>unwind>lookup>unwind>group>project,0,1,4
correct_exact_match,Ship|group>project,Ship|group>project,1,0,4
correct_execution_not_exact,shop|sort>limit>project,shop|sort>limit>project,1,0,4
correct_execution_not_exact,Department|unwind>match>count,Department|unwind>match>group>project,1,0,4
correct_execution_not_exact,cinema|group>project,cinema|group>project,1,0,4
correct_execution_not_exact,company|match>group>match>project,company|match>group>match>project,1,0,4
correct_exact_match,Allergy_Type|unwind>group>sort>limit>project,Allergy_Type|unwind>group>sort>limit>project,1,0,4
correct_execution_not_exact,airports|match>regex>count,airports|match>group>project,1,0,4
correct_execution_not_exact,Ship|match>not>project,Ship|match>project,1,0,4
correct_execution_not_exact,technician|sort>limit>project,technician|sort>limit>project,1,0,4
correct_execution_not_exact,employee|lookup>match>match>group>project,employee|unwind>lookup>unwind>match>group>match>project,1,0,4
correct_execution_not_exact,university|match>count,university|match>group>project,1,0,4
correct_execution_not_exact,grapes|unwind>group>project,grapes|unwind>group>project,1,0,4
result_field_name_mismatch,airlines|match>unwind>group>group>project,airlines|match>unwind>group>group>project,0,1,4
correct_execution_not_exact,Students|unwind>unwind>group>sort>project,Students|unwind>unwind>group>sort>project,1,0,4
correct_execution_not_exact,county_public_safety|unwind>project,county_public_safety|unwind>project,1,0,4
correct_execution_not_exact,appellations|unwind>project,appellations|unwind>project,1,0,4
correct_execution_not_exact,journal|group>project,journal|group>project,1,0,4
correct_execution_not_exact,Student|match>project>sort,Student|match>sort>project,1,0,4
correct_execution_not_exact,editor|unwind>group>match>lookup>unwind>project,editor|unwind>group>match>project,1,0,4
stage_mismatch,Allergy_Type|group>sort>limit>project,Allergy_Type|unwind>group>sort>limit>project,0,1,4
correct_exact_match,Gradeconversion|group>min>project,Gradeconversion|group>project,1,0,4
correct_exact_match,technician|project,technician|project,1,0,4
correct_execution_not_exact,jobs|unwind>unwind>group>match>project,jobs|unwind>group>match>project,1,0,4
correct_execution_not_exact,airlines|match>count,airlines|match>group>project,1,0,4
correct_execution_not_exact,Products|group>project,Products|unwind>group>project,1,0,4
correct_execution_not_exact,editor|lookup>unwind>project,editor|unwind>lookup>unwind>project,1,0,4
correct_execution_not_exact,employee|group>lookup>match>expr>gt>project>unwind>replaceRoot>project,employee|group>unwind>match>project,1,0,4
correct_exact_match,county_public_safety|unwind>sort>limit>project,county_public_safety|unwind>sort>limit>project,1,0,4
correct_execution_not_exact,Subjects|unwind>unwind>unwind>match>group>project,Students|unwind>unwind>match>group>project,1,0,4
correct_execution_not_exact,company|group>match>project,company|group>match>project,1,0,4
correct_execution_not_exact,cinema|group>match>project,cinema|match>group>match>project,1,0,4
correct_execution_not_exact,driver|unwind>sort>limit>project,driver|unwind>sort>limit>project,1,0,4
correct_execution_not_exact,departments|unwind>group>sum>match>group>project,departments|unwind>group>match>group>project,1,0,4
correct_execution_not_exact,driver|match>lt>count,driver|match>group>project,1,0,4
correct_execution_not_exact,Students|unwind>group>sum>sort>limit>project,Students|unwind>group>sort>limit>project,1,0,4
correct_exact_match,Ref_Budget_Codes|group>project,Ref_Budget_Codes|group>project,1,0,4
