db_id,failure_bucket,passed_EX,failed_EX,count
flight_1,same_shape_fields_wrong_values,0,1,1
university_basketball,extra_prediction_fields,0,1,1
cre_Docs_and_Epenses,same_fields_wrong_values,0,1,1
machine_repair,empty_prediction_result,0,1,1
musical,stage_mismatch,0,1,1
cinema,stage_mismatch,0,1,1
device,extra_prediction_result,0,1,1
school_bus,result_field_name_mismatch,0,1,1
gas_company,empty_prediction_result,0,1,1
flight_4,empty_prediction_result,0,1,1
flight_4,stage_mismatch,0,1,1
cinema,extra_prediction_fields,0,1,1
college_3,extra_prediction_fields,0,1,1
wine_1,same_shape_fields_wrong_values,0,1,1
university_basketball,same_shape_fields_wrong_values,0,1,1
