failure_bucket,target_signature,prediction_signature,passed_EX,failed_EX,count
correct_execution_not_exact,jobs|unwind>lookup>project>cond>match>project,jobs|unwind>lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,Department|unwind>group>sort>limit>project,Department|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,aircraft|project>match>project,aircraft|unwind>group>match>project,1,0,5
correct_exact_match,appellations|match>unwind>group>project,appellations|match>unwind>group>project,1,0,5
correct_execution_not_exact,appellations|unwind>group>unwind>sort>project,appellations|unwind>group>sort>project,1,0,5
correct_execution_not_exact,Ship|unwind>group>project,Ship|unwind>group>project,1,0,5
correct_execution_not_exact,Subjects|unwind>unwind>group>project,Course_Authors_and_Tutors|unwind>unwind>group>project,1,0,5
correct_execution_not_exact,device|group>project,device|count,1,0,5
correct_execution_not_exact,Subjects|project,Course_Authors_and_Tutors|unwind>lookup>unwind>group>project,1,0,5
correct_execution_not_exact,university|group>count,university|group>project,1,0,5
correct_execution_not_exact,Ship|unwind>sort>project,Ship|unwind>sort>project,1,0,5
correct_exact_match,cinema|project>sort,cinema|project>sort,1,0,5
correct_exact_match,university|project>sort,university|project>sort,1,0,5
correct_execution_not_exact,aircraft|match>project,aircraft|match>project,1,0,5
correct_execution_not_exact,jobs|match>project,jobs|unwind>match>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>regex>regex>sort>project,jobs|unwind>match>project>sort,1,0,5
correct_exact_match,school|sort>limit>project,school|sort>limit>project,1,0,5
correct_execution_not_exact,county_public_safety|group>project,county_public_safety|count,1,0,5
correct_execution_not_exact,school|unwind>group>sort>limit>project,school|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,Projects|unwind>match>count,Ref_Budget_Codes|unwind>count,1,0,5
correct_execution_not_exact,musical|match>group>project,musical|none,1,0,5
correct_exact_match,university|sort>limit>project,university|sort>limit>project,1,0,5
correct_exact_match,aircraft|unwind>sort>limit>project,aircraft|unwind>sort>limit>project,1,0,5
correct_exact_match,aircraft|project,aircraft|project,1,0,5
correct_execution_not_exact,editor|group>project,editor|count,1,0,5
correct_execution_not_exact,appellations|unwind>match>group>project,appellations|unwind>match>group>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>project,jobs|unwind>match>lookup>unwind>group>project>limit>unwind>match>project>project,1,0,5
correct_exact_match,jobs|unwind>match>project,jobs|unwind>match>project,1,0,5
correct_execution_not_exact,airports|group>match>count,airports|group>match>project>count,1,0,5
correct_execution_not_exact,grapes|unwind>match>gt>group>project,appellations|unwind>match>group>project,1,0,5
correct_exact_match,aircraft|unwind>project>sort,aircraft|unwind>project>sort,1,0,5
correct_execution_not_exact,technician|match>project,technician|match>project,1,0,5
correct_exact_match,county_public_safety|group>sort>limit>project,county_public_safety|group>sort>limit>project,1,0,5
correct_execution_not_exact,appellations|unwind>match>ne>group>project,appellations|unwind>match>project>project>addFields>match>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,Student|match>lookup>unwind>project>sort,Allergy_Type|unwind>lookup>unwind>match>sort>project,1,0,5
correct_execution_not_exact,driver|match>project,driver|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,gas_station|group>sort>project,gas_station|group>sort>project,1,0,5
correct_exact_match,Students|match>project,Students|match>project,1,0,5
correct_exact_match,driver|project>sort,driver|project>sort,1,0,5
correct_execution_not_exact,Faculty|match>project,Faculty|unwind>match>project,1,0,5
correct_execution_not_exact,editor|match>project,editor|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>unwind>project,Projects|unwind>unwind>unwind>lookup>unwind>unwind>match>project>unwind>project,1,0,5
correct_exact_match,Ship|unwind>group>match>project,Ship|unwind>group>match>project,1,0,5
correct_exact_match,driver|project,driver|project,1,0,5
correct_execution_not_exact,Subjects|project>group>project,Course_Authors_and_Tutors|unwind>count,1,0,5
correct_execution_not_exact,Allergy_Type|group>project,Allergy_Type|none,1,0,5
correct_exact_match,employee|project>sort,employee|project>sort,1,0,5
correct_exact_match,departments|match>project,departments|match>project,1,0,5
correct_execution_not_exact,Department|match>project,Department|project>project>addFields>unwind>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,CONTESTANTS|match>regex>project,CONTESTANTS|match>regex>project,1,0,5
correct_execution_not_exact,pilot|match>group>project,pilot|none,1,0,5
correct_execution_not_exact,Allergy_Type|group>project,Allergy_Type|group>project,1,0,5
correct_execution_not_exact,driver|group>project,driver|none,1,0,5
correct_exact_match,driver|group>project,driver|group>project,1,0,5
empty_prediction_result,appellations|unwind>match>group>sort>limit>project,|none,0,1,5
correct_execution_not_exact,school|unwind>group>project,driver|unwind>lookup>unwind>group>project,1,0,5
correct_exact_match,airports|match>group>project,airports|match>group>project,1,0,5
correct_execution_not_exact,departments|unwind>match>lookup>unwind>unwind>project,jobs|unwind>lookup>unwind>match>project>limit>unwind>match>project>project,1,0,5
correct_exact_match,shop|match>project,shop|match>project,1,0,5
correct_execution_not_exact,Student|unwind>group>match>project,Student|unwind>group>match>project,1,0,5
correct_exact_match,county_public_safety|group>max>project,county_public_safety|group>project,1,0,5
correct_exact_match,Customers|group>sort>limit>project,Customers|group>sort>limit>project,1,0,5
correct_execution_not_exact,technician|project>match>project,technician|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,grapes|unwind>project,appellations|unwind>project,1,0,5
correct_exact_match,CONTESTANTS|match>project,CONTESTANTS|match>project,1,0,5
correct_exact_match,school|unwind>sort>limit>project,school|unwind>sort>limit>project,1,0,5
correct_execution_not_exact,Course_Authors_and_Tutors|project,Course_Authors_and_Tutors|project,1,0,5
correct_execution_not_exact,appellations|match>unwind>group>max>project,appellations|unwind>match>group>project,1,0,5
correct_execution_not_exact,school|group>project,school|group>project,1,0,5
correct_execution_not_exact,CONTESTANTS|unwind>project,CONTESTANTS|unwind>project,1,0,5
same_shape_fields_wrong_values,editor|group>sort>limit>project,editor|group>sort>limit>project,0,1,5
correct_exact_match,county_public_safety|sort>limit>project,county_public_safety|sort>limit>project,1,0,5
correct_execution_not_exact,Students|match>project,Students|match>project,1,0,5
correct_execution_not_exact,grapes|unwind>match>project>sort,appellations|unwind>match>sort>project,1,0,5
correct_execution_not_exact,Students|project>match>project,Students|unwind>group>match>project,1,0,5
correct_execution_not_exact,county_public_safety|unwind>project>sort,county_public_safety|unwind>project>sort,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>group>sum>sort>limit>project,Projects|unwind>unwind>unwind>lookup>unwind>unwind>match>project>unwind>group>sort>limit>project,1,0,5
correct_exact_match,Projects|unwind>unwind>unwind>project,Projects|unwind>unwind>unwind>project,1,0,5
correct_execution_not_exact,Department|group>project,Faculty|unwind>count,1,0,5
correct_execution_not_exact,pilot|group>project,pilot|group>project,1,0,5
correct_execution_not_exact,film|group>project,film|none,1,0,5
correct_exact_match,company|group>project,company|group>project,1,0,5
correct_execution_not_exact,mountain|unwind>match>project,mountain|unwind>match>project,1,0,5
correct_execution_not_exact,Student|match>group>project,Student|unwind>match>group>project,1,0,5
correct_execution_not_exact,mountain|unwind>sort>project,mountain|unwind>sort>project,1,0,5
correct_execution_not_exact,company|lookup>unwind>match>expr>eq>unwind>group>project,gas_station|unwind>lookup>unwind>group>project,1,0,5
correct_execution_not_exact,Customers|unwind>match>group>project,Staff|unwind>match>group>project,1,0,5
correct_exact_match,university|group>project,university|group>project,1,0,5
correct_execution_not_exact,mountain|match>project,mountain|match>project,1,0,5
correct_execution_not_exact,Products|sort>limit>lookup>project,Staff|unwind>lookup>unwind>sort>limit>project,1,0,5
correct_execution_not_exact,aircraft|unwind>group>project,aircraft|unwind>group>project,1,0,5
correct_execution_not_exact,Projects|unwind>project>match>project,Projects|unwind>unwind>match>group>match>project,1,0,5
correct_execution_not_exact,driver|group>sort>limit>project,driver|group>sort>limit>project,1,0,5
correct_exact_match,Course_Authors_and_Tutors|match>unwind>project,Course_Authors_and_Tutors|match>unwind>project,1,0,5
correct_execution_not_exact,actor|project,actor|project,1,0,5
correct_execution_not_exact,appellations|project>match>project,appellations|unwind>group>match>project,1,0,5
correct_execution_not_exact,departments|unwind>project>lookup>unwind>project,jobs|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,university|group>min>project,university|group>project,1,0,5
correct_execution_not_exact,aircraft|lookup>match>project,employee|match>lookup>unwind>match>project>unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,journal|unwind>match>group>project,journal|lookup>unwind>match>project>unwind>match>group>project,1,0,5
correct_exact_match,mountain|group>sort>limit>project,mountain|group>sort>limit>project,1,0,5
correct_execution_not_exact,Ship|match>project,Ship|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,device|group>sort>project>limit,device|group>sort>limit>project,1,0,5
correct_execution_not_exact,appellations|match>unwind>match>group>project,appellations|match>unwind>match>group>project,1,0,5
correct_execution_not_exact,grapes|match>unwind>match>group>project,grapes|match>lookup>unwind>match>project>unwind>match>group>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>project>lookup>unwind>match>expr>gt>project>unwind>project,jobs|unwind>lookup>unwind>match>project>limit>unwind>match>project>project,1,0,5
correct_execution_not_exact,school|unwind>project>sort,school|unwind>project>sort,1,0,5
same_fields_wrong_values,mountain|project>sort>limit,mountain|sort>limit>project,0,1,5
correct_execution_not_exact,appellations|match>project>unwind>group>project,appellations|match>unwind>group>project,1,0,5
correct_exact_match,Students|unwind>project,Students|unwind>project,1,0,5
correct_exact_match,Student|project>sort,Student|project>sort,1,0,5
correct_execution_not_exact,grapes|unwind>group>avg>sort>limit>project,grapes|lookup>unwind>match>project>unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,employee|match>count,employee|match>count,1,0,5
correct_execution_not_exact,Students|match>regex>group>project,Students|match>count,1,0,5
stage_mismatch,Customers|unwind>sort>limit>lookup>unwind>project,Staff|unwind>sort>limit>project,0,1,5
correct_exact_match,Projects|unwind>group>project,Projects|unwind>group>project,1,0,5
correct_execution_not_exact,airlines|unwind>match>count,airports|match>lookup>unwind>match>project>unwind>count,1,0,5
correct_execution_not_exact,CONTESTANTS|unwind>match>count,CONTESTANTS|unwind>match>count,1,0,5
correct_execution_not_exact,cinema|match>group>min>max>project,cinema|match>group>project,1,0,5
correct_execution_not_exact,Projects|unwind>project>match>project,Projects|unwind>project>project>addFields>unwind>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,aircraft|match>count,aircraft|match>count,1,0,5
correct_execution_not_exact,Ship|unwind>match>group>match>project,Ship|unwind>match>group>match>project,1,0,5
correct_execution_not_exact,county_public_safety|match>not>project,county_public_safety|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,Department|match>project,Department|match>project>match>project>group>project,1,0,5
correct_execution_not_exact,company|group>max>avg>project,company|group>project,1,0,5
correct_execution_not_exact,Projects|unwind>group>match>project,Projects|unwind>group>match>project,1,0,5
correct_execution_not_exact,technician|match>group>match>project,technician|match>group>match>project,1,0,5
correct_execution_not_exact,company|lookup>match>project,company|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,airports|group>match>sort>project,airports|group>match>sort>project,1,0,5
correct_execution_not_exact,Student|group>count,Student|group>project,1,0,5
correct_execution_not_exact,actor|lookup>unwind>group>sum>project,actor|lookup>unwind>group>project,1,0,5
correct_execution_not_exact,county_public_safety|match>project,county_public_safety|unwind>match>project,1,0,5
correct_execution_not_exact,aircraft|project>sort>limit>project,aircraft|sort>limit>project,1,0,5
correct_execution_not_exact,jobs|unwind>group>match>project,jobs|unwind>group>match>project,1,0,5
correct_execution_not_exact,company|group>sum>sort>limit>project,company|group>sort>limit>project,1,0,5
correct_execution_not_exact,employee|project>sort>limit>project,employee|lookup>unwind>match>project>unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,actor|sort>project,actor|lookup>unwind>sort>project,1,0,5
correct_execution_not_exact,school|match>expr>gt>project,school|unwind>group>match>project,1,0,5
correct_exact_match,film|project,film|project,1,0,5
correct_execution_not_exact,university|unwind>group>project,university|unwind>sort>limit>project,1,0,5
correct_execution_not_exact,mountain|unwind>match>group>project,mountain|unwind>match>group>project,1,0,5
correct_execution_not_exact,Department|unwind>project>sort>project,Faculty|unwind>sort>project,1,0,5
correct_exact_match,airports|group>sort>project,airports|group>sort>project,1,0,5
correct_exact_match,aircraft|unwind>count,aircraft|unwind>count,1,0,5
correct_execution_not_exact,Ship|unwind>group>count,Ship|unwind>group>project,1,0,5
correct_execution_not_exact,cinema|group>project,cinema|count,1,0,5
correct_execution_not_exact,Staff|match>regex>project,Staff|match>regex>project,1,0,5
correct_exact_match,Products|group>project,Products|group>project,1,0,5
correct_execution_not_exact,shop|match>lt>group>match>project,shop|match>project>project>addFields>match>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,airports|match>group>match>project,airports|match>group>match>project,1,0,5
same_shape_fields_wrong_values,appellations|unwind>sort>group>project,appellations|unwind>sort>group>project,0,1,5
correct_execution_not_exact,Student|group>sort>project>limit,Student|group>sort>limit>project,1,0,5
correct_execution_not_exact,mountain|unwind>group>project,mountain|unwind>group>project,1,0,5
correct_execution_not_exact,county_public_safety|sort>project,county_public_safety|project>sort,1,0,5
correct_execution_not_exact,Ship|unwind>group>sort>limit>project,Ship|group>sort>limit>project,1,0,5
same_fields_wrong_values,school|unwind>sort>limit>group>project,school|unwind>sort>limit>project,0,1,5
correct_execution_not_exact,Department|unwind>match>project,Faculty|unwind>match>lookup>unwind>project,1,0,5
correct_execution_not_exact,film|unwind>group>project,cinema|unwind>lookup>unwind>group>project,1,0,5
correct_exact_match,Projects|unwind>project,Projects|unwind>project,1,0,5
correct_execution_not_exact,Customers|project>sort,Customers|project>sort,1,0,5
correct_execution_not_exact,cinema|group>match>project,cinema|project>project>addFields>match>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,departments|match>regex>unwind>project,jobs|unwind>lookup>unwind>match>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,pilot|lookup>unwind>sort>project,aircraft|unwind>lookup>unwind>sort>project,1,0,5
correct_exact_match,school|unwind>project,school|unwind>project,1,0,5
correct_exact_match,device|match>project,device|match>project,1,0,5
correct_exact_match,Products|match>project,Products|match>project,1,0,5
correct_execution_not_exact,mountain|match>project,mountain|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_exact_match,airlines|unwind>lookup>unwind>match>count,airlines|unwind>lookup>unwind>match>count,1,0,5
correct_execution_not_exact,shop|unwind>group>sort>limit>lookup>unwind>project,device|unwind>lookup>unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,Students|project>group>project,Students|lookup>unwind>project>match>limit>match>project>count,1,0,5
correct_execution_not_exact,device|lookup>match>project,device|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,Student|match>project,Student|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,driver|unwind>group>min>avg>project,driver|unwind>group>project,1,0,5
correct_execution_not_exact,school|match>project,school|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,airlines|match>project,airlines|match>unwind>count,1,0,5
correct_execution_not_exact,Student|group>project,Student|count,1,0,5
correct_exact_match,Products|sort>limit>project,Products|sort>limit>project,1,0,5
correct_execution_not_exact,employee|match>group>project,aircraft|unwind>group>project,1,0,5
correct_execution_not_exact,Ship|unwind>group>sum>match>gt>project,Ship|unwind>match>group>match>project,1,0,5
correct_execution_not_exact,airlines|group>sort>limit>project,airlines|group>sort>limit>project,1,0,5
correct_execution_not_exact,Ship|unwind>match>project,Ship|unwind>match>project,1,0,5
correct_exact_match,musical|match>project,musical|match>project,1,0,5
correct_execution_not_exact,county_public_safety|match>group>match>project,county_public_safety|match>group>match>project,1,0,5
correct_exact_match,Student|match>group>sort>limit>project,Student|match>group>sort>limit>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>group>project,Ref_Budget_Codes|unwind>group>project,1,0,5
correct_execution_not_exact,Ref_Document_Types|project,Ref_Document_Types|project,1,0,5
correct_execution_not_exact,Student|unwind>match>regex>group>project,Student|match>unwind>group>project,1,0,5
correct_execution_not_exact,jobs|unwind>match>group>lookup>unwind>match>expr>gt>project>unwind>replaceRoot>project,jobs|unwind>lookup>unwind>match>group>project>limit>unwind>match>project>project,1,0,5
correct_execution_not_exact,Student|group>avg>max>project,Student|group>project,1,0,5
correct_execution_not_exact,county_public_safety|match>unwind>project,county_public_safety|match>unwind>project,1,0,5
correct_exact_match,technician|match>project,technician|match>project,1,0,5
correct_exact_match,aircraft|match>unwind>project,aircraft|match>unwind>project,1,0,5
correct_execution_not_exact,Student|group>match>project,Student|group>match>project,1,0,5
correct_exact_match,Department|match>count,Department|match>count,1,0,5
correct_exact_match,aircraft|unwind>match>group>avg>project,aircraft|unwind>match>group>project,1,0,5
correct_execution_not_exact,Projects|unwind>match>group>project,Projects|unwind>match>group>project,1,0,5
correct_execution_not_exact,university|match>regex>count,university|match>count,1,0,5
correct_execution_not_exact,airports|match>group>group>project,airports|match>group>project,1,0,5
correct_exact_match,Allergy_Type|match>count,Allergy_Type|match>count,1,0,5
correct_exact_match,technician|group>sort>limit>project,technician|group>sort>limit>project,1,0,5
correct_exact_match,county_public_safety|unwind>match>project,county_public_safety|unwind>match>project,1,0,5
correct_execution_not_exact,employee|match>project,employee|project>project>addFields>unwind>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,Student|lookup>unwind>unwind>match>group>project,Student|unwind>lookup>unwind>match>group>project,1,0,5
correct_execution_not_exact,county_public_safety|match>group>project,county_public_safety|none,1,0,5
correct_execution_not_exact,film|match>regex>count,film|match>count,1,0,5
correct_exact_match,Projects|count,Projects|count,1,0,5
correct_exact_match,gas_station|match>group>sort>limit>project,gas_station|match>group>sort>limit>project,1,0,5
correct_execution_not_exact,Customers|match>project,Customers|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,Ref_Budget_Codes|match>project,Ref_Budget_Codes|match>project,1,0,5
correct_execution_not_exact,Subjects|unwind>match>project,Course_Authors_and_Tutors|unwind>match>project,1,0,5
correct_execution_not_exact,pilot|group>match>project,pilot|match>project>project>addFields>match>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,airports|group>match>project,airports|group>match>project,1,0,5
correct_execution_not_exact,CONTESTANTS|unwind>group>sum>match>project,CONTESTANTS|unwind>group>match>project,1,0,5
correct_exact_match,actor|match>project,actor|match>project,1,0,5
correct_exact_match,Projects|match>unwind>project,Projects|match>unwind>project,1,0,5
correct_exact_match,Student|match>group>min>project,Student|match>group>project,1,0,5
correct_exact_match,university|match>sort>limit>project,university|match>sort>limit>project,1,0,5
correct_execution_not_exact,shop|unwind>group>addToSet>project>match>project,device|unwind>lookup>unwind>group>match>project,1,0,5
correct_execution_not_exact,musical|lookup>match>project,musical|lookup>match>project>project,1,0,5
correct_execution_not_exact,editor|group>project,editor|group>project,1,0,5
correct_exact_match,Ref_Budget_Codes|project,Ref_Budget_Codes|project,1,0,5
correct_execution_not_exact,Customers|unwind>group>group>project,Staff|unwind>group>project,1,0,5
result_field_name_mismatch,Student|match>lookup>unwind>group>min>project,Student|match>unwind>lookup>unwind>group>project,0,1,5
correct_execution_not_exact,Ship|group>project,Ship|group>project,1,0,5
correct_exact_match,shop|sort>limit>project,shop|sort>limit>project,1,0,5
correct_execution_not_exact,actor|lookup>match>project,actor|lookup>unwind>match>project,1,0,5
correct_execution_not_exact,pilot|lookup>unwind>project,aircraft|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,Department|unwind>match>count,Faculty|unwind>match>count,1,0,5
correct_execution_not_exact,cinema|group>project,cinema|group>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>match>project,Ref_Document_Types|unwind>unwind>match>lookup>unwind>match>project>unwind>project,1,0,5
correct_execution_not_exact,university|unwind>project>sort>limit>project,university|unwind>sort>limit>project,1,0,5
correct_exact_match,school|group>match>project,school|group>match>project,1,0,5
correct_exact_match,mountain|project>sort,mountain|project>sort,1,0,5
correct_execution_not_exact,company|match>group>match>project,company|match>group>match>project,1,0,5
correct_execution_not_exact,Allergy_Type|unwind>group>sort>limit>project,Allergy_Type|unwind>group>sort>limit>project,1,0,5
correct_execution_not_exact,airports|match>regex>count,airports|match>count,1,0,5
correct_exact_match,Student|match>count,Student|match>count,1,0,5
correct_execution_not_exact,Ship|match>not>project,Ship|lookup>unwind>match>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,appellations|unwind>match>group>avg>project,appellations|unwind>match>group>project,1,0,5
correct_exact_match,technician|sort>limit>project,technician|sort>limit>project,1,0,5
correct_execution_not_exact,employee|lookup>match>match>group>project,employee|lookup>unwind>match>project>unwind>lookup>unwind>match>group>match>project,1,0,5
correct_exact_match,company|match>project,company|match>project,1,0,5
correct_execution_not_exact,mountain|unwind>group>group>project,mountain|unwind>group>project,1,0,5
correct_exact_match,actor|count,actor|count,1,0,5
correct_exact_match,airports|match>group>sort>project,airports|match>group>sort>project,1,0,5
correct_execution_not_exact,university|match>count,university|lookup>unwind>project>match>limit>match>project>count,1,0,5
correct_exact_match,appellations|unwind>group>max>project,appellations|unwind>group>project,1,0,5
correct_execution_not_exact,departments|unwind>group>sum>match>project,jobs|unwind>group>match>project,1,0,5
correct_exact_match,Ship|group>sort>limit>project,Ship|group>sort>limit>project,1,0,5
correct_execution_not_exact,employee|match>project,employee|match>project,1,0,5
correct_execution_not_exact,grapes|unwind>group>project,appellations|unwind>group>project,1,0,5
correct_execution_not_exact,pilot|match>project,pilot|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_exact_match,Ship|unwind>project,Ship|unwind>project,1,0,5
correct_exact_match,pilot|project>sort,pilot|project>sort,1,0,5
stage_mismatch,Department|unwind>match>and>project,Faculty|unwind>match>project>unwind>match>project>group>project,0,1,5
correct_execution_not_exact,airlines|match>unwind>group>group>project,airlines|match>unwind>group>project,1,0,5
correct_exact_match,driver|count,driver|count,1,0,5
correct_execution_not_exact,shop|lookup>unwind>project,device|unwind>lookup>unwind>project,1,0,5
correct_execution_not_exact,Students|unwind>group>sum>match>project,Students|unwind>group>match>project,1,0,5
correct_execution_not_exact,school|match>not>project,school|lookup>unwind>project>match>limit>match>project>project,1,0,5
correct_execution_not_exact,appellations|unwind>group>match>project,appellations|unwind>group>match>project,1,0,5
correct_execution_not_exact,Ref_Document_Types|match>project,Ref_Document_Types|match>project,1,0,5
correct_exact_match,school|match>project,school|match>project,1,0,5
correct_exact_match,university|match>group>project,university|match>group>project,1,0,5
correct_execution_not_exact,Projects|unwind>match>project,Projects|unwind>match>project>project>addFields>unwind>project>project>addFields>group>match>project,1,0,5
correct_execution_not_exact,Projects|unwind>unwind>count,Ref_Document_Types|unwind>unwind>count,1,0,5
correct_execution_not_exact,Students|unwind>unwind>group>sort>project,Students|unwind>unwind>group>sort>project,1,0,5
correct_execution_not_exact,university|sort>limit>project,university|sort>limit>project,1,0,5
correct_exact_match,Student|project,Student|project,1,0,5
correct_exact_match,university|unwind>project,university|unwind>project,1,0,5
correct_execution_not_exact,aircraft|unwind>match>group>project,aircraft|unwind>match>group>project,1,0,5
correct_execution_not_exact,aircraft|group>lookup>unwind>project,aircraft|sort>limit>project,1,0,5
correct_exact_match,airlines|group>sort>project,airlines|group>sort>project,1,0,5
correct_exact_match,Subjects|project,Subjects|project,1,0,5
correct_execution_not_exact,appellations|match>unwind>group>project,appellations|unwind>lookup>match>unwind>project>match>limit>match>project>group>project,1,0,5
correct_execution_not_exact,departments|unwind>match>not>project>sort,jobs|unwind>match>sort>project,1,0,5
correct_execution_not_exact,driver|match>group>match>project,driver|match>group>match>project,1,0,5
