db_id,failure_bucket,passed_EX,failed_EX,count
flight_1,stage_mismatch,0,1,14
hr_1,same_shape_fields_wrong_values,0,1,14
hr_1,stage_mismatch,0,1,14
college_3,correct_exact_match,1,0,14
e_learning,same_fields_wrong_values,0,1,13
climbing,same_fields_wrong_values,0,1,13
flight_4,correct_exact_match,1,0,12
flight_4,result_field_name_mismatch,0,1,12
device,stage_mismatch,0,1,12
voter_2,same_shape_fields_wrong_values,0,1,12
college_3,same_fields_wrong_values,0,1,11
wine_1,correct_exact_match,1,0,11
device,result_field_name_mismatch,0,1,11
school_bus,correct_exact_match,1,0,11
gas_company,stage_mismatch,0,1,11
machine_repair,correct_exact_match,1,0,11
machine_repair,stage_mismatch,0,1,11
college_3,result_field_name_mismatch,0,1,10
hr_1,empty_prediction_result,0,1,10
gas_company,result_field_name_mismatch,0,1,10
musical,result_field_name_mismatch,0,1,10
climbing,result_field_name_mismatch,0,1,10
wine_1,result_field_name_mismatch,0,1,10
wine_1,query_field_mismatch,0,1,10
journal_committee,correct_exact_match,1,0,9
customer_complaints,stage_mismatch,0,1,9
musical,correct_exact_match,1,0,9
e_learning,correct_exact_match,1,0,9
device,correct_exact_match,1,0,8
hr_1,correct_exact_match,1,0,8
journal_committee,same_shape_fields_wrong_values,0,1,8
pilot_record,stage_mismatch,0,1,8
hr_1,query_field_mismatch,0,1,7
gas_company,same_fields_wrong_values,0,1,7
allergy_1,stage_mismatch,0,1,7
cinema,same_fields_wrong_values,0,1,7
cinema,same_shape_fields_wrong_values,0,1,7
journal_committee,stage_mismatch,0,1,7
e_learning,extra_prediction_fields,0,1,6
wine_1,stage_mismatch,0,1,6
flight_1,same_shape_fields_wrong_values,0,1,6
gas_company,correct_exact_match,1,0,6
ship_1,result_field_name_mismatch,0,1,6
school_player,correct_exact_match,1,0,6
flight_4,same_shape_fields_wrong_values,0,1,6
school_player,same_fields_wrong_values,0,1,6
wine_1,extra_prediction_fields,0,1,6
allergy_1,empty_prediction_result,0,1,6
e_learning,stage_mismatch,0,1,5
school_player,result_field_name_mismatch,0,1,5
pilot_record,result_field_name_mismatch,0,1,5
customer_complaints,extra_prediction_fields,0,1,5
cre_Docs_and_Epenses,same_shape_fields_wrong_values,0,1,5
cinema,result_field_name_mismatch,0,1,5
musical,stage_mismatch,0,1,5
county_public_safety,extra_prediction_fields,0,1,5
cinema,query_field_mismatch,0,1,5
customer_complaints,same_fields_wrong_values,0,1,5
school_bus,result_field_name_mismatch,0,1,5
flight_1,result_field_name_mismatch,0,1,5
journal_committee,result_field_name_mismatch,0,1,5
customer_complaints,result_field_name_mismatch,0,1,5
device,extra_prediction_fields,0,1,5
school_player,extra_prediction_fields,0,1,5
e_learning,empty_prediction_result,0,1,5
university_basketball,stage_mismatch,0,1,5
voter_2,empty_prediction_result,0,1,5
voter_1,stage_mismatch,0,1,5
gas_company,same_shape_fields_wrong_values,0,1,4
cre_Docs_and_Epenses,extra_prediction_fields,0,1,4
ship_1,same_shape_fields_wrong_values,0,1,4
hr_1,extra_prediction_fields,0,1,4
allergy_1,same_fields_wrong_values,0,1,4
flight_4,extra_prediction_fields,0,1,4
school_player,stage_mismatch,0,1,4
e_learning,same_shape_fields_wrong_values,0,1,4
flight_4,missing_prediction_fields,0,1,4
musical,same_fields_wrong_values,0,1,4
customer_complaints,correct_exact_match,1,0,3
musical,extra_prediction_fields,0,1,3
ship_1,empty_prediction_result,0,1,3
device,same_fields_wrong_values,0,1,3
county_public_safety,empty_prediction_result,0,1,3
university_basketball,empty_prediction_result,0,1,3
cre_Docs_and_Epenses,result_field_name_mismatch,0,1,3
school_bus,stage_mismatch,0,1,2
pilot_record,correct_exact_match,1,0,2
college_3,same_shape_fields_wrong_values,0,1,2
flight_1,same_fields_wrong_values,0,1,2
voter_1,extra_prediction_fields,0,1,2
gas_company,extra_prediction_fields,0,1,2
voter_2,same_fields_wrong_values,0,1,2
flight_1,extra_prediction_fields,0,1,2
college_3,empty_prediction_result,0,1,2
county_public_safety,same_shape_fields_wrong_values,0,1,2
cre_Docs_and_Epenses,empty_prediction_result,0,1,2
college_3,query_field_mismatch,0,1,2
school_bus,extra_prediction_fields,0,1,1
climbing,extra_prediction_fields,0,1,1
machine_repair,empty_prediction_result,0,1,1
cinema,stage_mismatch,0,1,1
device,extra_prediction_result,0,1,1
device,query_field_mismatch,0,1,1
gas_company,empty_prediction_result,0,1,1
flight_4,empty_prediction_result,0,1,1
flight_4,stage_mismatch,0,1,1
cinema,extra_prediction_fields,0,1,1
college_3,extra_prediction_fields,0,1,1
ship_1,query_field_mismatch,0,1,1
pilot_record,same_fields_wrong_values,0,1,1
university_basketball,same_shape_fields_wrong_values,0,1,1
hr_1,same_fields_wrong_values,0,1,1
